group,country_slug,country_name,exchange,symbol,description,logo_file
Europe,sweden,Sweden,NGM,PRLD,PRLD Stock Price and Chart — NGM:PRLD,prolight-diagnostics-ab-npv--600.png
Europe,sweden,Sweden,NGM,PROVIT,PROVIT Stock Price and Chart — NGM:PROVIT,provide-it-sweden-ab--600.png
Europe,sweden,Sweden,NGM,QBNK,QBNK Stock Price and Chart — NGM:QBNK,qbnk-ab--600.png
Europe,sweden,Sweden,NGM,QBRICK,QBRICK Stock Price and Chart — NGM:QBRICK,qbrick--600.png
Europe,sweden,Sweden,NGM,RAMSH,RAMSH Stock Price and Chart — NGM:RAMSH,ramlosa-shipping-ab--600.png
Europe,sweden,Sweden,NGM,REAL,REAL Stock Price and Chart — NGM:REAL,real-fastigheter--600.png
Europe,sweden,Sweden,NGM,RECY.B,RECY.B Stock Price and Chart — NGM:RECY.B,recyctec-ab-ser-b--600.png
Europe,sweden,Sweden,NGM,REDS,REDS Stock Price and Chart — NGM:REDS,redsense-medical-ab--600.png
Europe,sweden,Sweden,NGM,RENT,RENT Stock Price and Chart — NGM:RENT,rentunder--600.png
Europe,sweden,Sweden,NGM,RESP,RESP Stock Price and Chart — NGM:RESP,respiratorius-ab--600.png
Europe,sweden,Sweden,NGM,RMDX,RMDX Stock Price and Chart — NGM:RMDX,railway-metrics-and-dynamics--600.png
Europe,sweden,Sweden,NGM,RVN,RVN Stock Price and Chart — NGM:RVN,renewable-ventures-nordic-ab--600.png
Europe,sweden,Sweden,NGM,RLVNC,RLVNC Stock Price and Chart — NGM:RLVNC,relevance-communication-nordic--600.png
Europe,sweden,Sweden,NGM,SAMT.B,SAMT.B Stock Price and Chart — NGM:SAMT.B,samtrygg-b--600.png
Europe,sweden,Sweden,NGM,SAFE,SAFE Stock Price and Chart — NGM:SAFE,safe-at-sea-ab--600.png
Europe,sweden,Sweden,NGM,SARS,SARS Stock Price and Chart — NGM:SARS,sarsys--600.png
Europe,sweden,Sweden,NGM,SBFBO.A,SBFBO.A Stock Price and Chart — NGM:SBFBO.A,sbf-bostad-a--600.png
Europe,sweden,Sweden,NGM,SBFBO.B,SBFBO.B Stock Price and Chart — NGM:SBFBO.B,sbf-bostad-a--600.png
Europe,sweden,Sweden,NGM,SBG,SBG Stock Price and Chart — NGM:SBG,stonebeach-ab--600.png
Europe,sweden,Sweden,NGM,SCC.B,SCC.B Stock Price and Chart — NGM:SCC.B,sj-strand-coffee-b--600.png
Europe,sweden,Sweden,NGM,SDET,SDET Stock Price and Chart — NGM:SDET,sensodetect-ab--600.png
Europe,sweden,Sweden,NGM,SDS,SDS Stock Price and Chart — NGM:SDS,seamless-distribution-systems--600.png
Europe,sweden,Sweden,NGM,SEHED.B,SEHED.B Stock Price and Chart — NGM:SEHED.B,sehed-byggm-stargruppen-b--600.png
Europe,sweden,Sweden,NGM,SENS,SENS Stock Price and Chart — NGM:SENS,sustainable-energy-solutions-sweden--600.png
Europe,sweden,Sweden,NGM,SERV,SERV Stock Price and Chart — NGM:SERV,medimi-ab--600.png
Europe,sweden,Sweden,NGM,SHIP,SHIP Stock Price and Chart — NGM:SHIP,blueyield--600.png
Europe,sweden,Sweden,NGM,SHT.B,SHT.B Stock Price and Chart — NGM:SHT.B,sht-smart-high-tech-ab-ser-b--600.png
Europe,sweden,Sweden,NGM,SLG.B,SLG.B Stock Price and Chart — NGM:SLG.B,safe-lane-gaming-b--600.png
Europe,sweden,Sweden,NGM,SMOL,SMOL Stock Price and Chart — NGM:SMOL,smoltek-nanotech-ab--600.png
Europe,sweden,Sweden,NGM,SOCIAL,SOCIAL Stock Price and Chart — NGM:SOCIAL,sociallite-us-ab--600.png
Europe,sweden,Sweden,NGM,SLOTT.B,SLOTT.B Stock Price and Chart — NGM:SLOTT.B,slottsviken-fastighetsaktiebolag-ser-b--600.png
Europe,sweden,Sweden,NGM,SOLIDX,SOLIDX Stock Price and Chart — NGM:SOLIDX,solidx-ab--600.png
Europe,sweden,Sweden,NGM,SOSI,SOSI Stock Price and Chart — NGM:SOSI,sotkamo-silver-ab--600.png
Europe,sweden,Sweden,NGM,SOUND,SOUND Stock Price and Chart — NGM:SOUND,sound-dimension-ab--600.png
Europe,sweden,Sweden,NGM,SPERM,SPERM Stock Price and Chart — NGM:SPERM,spermosens-ab--600.png
Europe,sweden,Sweden,NGM,SPERR,SPERR Stock Price and Chart — NGM:SPERR,sperrung--600.png
Europe,sweden,Sweden,NGM,SPGR,SPGR Stock Price and Chart — NGM:SPGR,spotlight-ab--600.png
Europe,sweden,Sweden,NGM,SPLTN,SPLTN Stock Price and Chart — NGM:SPLTN,spiltan-invest--600.png
Europe,sweden,Sweden,NGM,SPIFF,SPIFF Stock Price and Chart — NGM:SPIFF,spiffbet--600.png
Europe,sweden,Sweden,NGM,STRD.B,STRD.B Stock Price and Chart — NGM:STRD.B,suntrade-ab-ser-b--600.png
Europe,sweden,Sweden,NGM,STVA.B,STVA.B Stock Price and Chart — NGM:STVA.B,star-vault-b--600.png
Europe,sweden,Sweden,NGM,SUSG,SUSG Stock Price and Chart — NGM:SUSG,sustainion-ab--600.png
Europe,sweden,Sweden,NGM,SYNC.B,SYNC.B Stock Price and Chart — NGM:SYNC.B,syncro-ab-ser-b--600.png
Europe,sweden,Sweden,NGM,SYNT,SYNT Stock Price and Chart — NGM:SYNT,syntheticmr-ab--600.png
Europe,sweden,Sweden,NGM,TCC.A,TCC.A Stock Price and Chart — NGM:TCC.A,tcecur-sweden-a--600.png
Europe,sweden,Sweden,NGM,THRILL,THRILL Stock Price and Chart — NGM:THRILL,gamethrill--600.png
Europe,sweden,Sweden,NGM,THINC,THINC Stock Price and Chart — NGM:THINC,thinc--600.png
Europe,sweden,Sweden,NGM,TANGI,TANGI Stock Price and Chart — NGM:TANGI,tangiamo-touch-technology--600.png
Europe,sweden,Sweden,NGM,TOPR,TOPR Stock Price and Chart — NGM:TOPR,topright-nordic--600.png
Europe,sweden,Sweden,NGM,TIRO,TIRO Stock Price and Chart — NGM:TIRO,transiro--600.png
Europe,sweden,Sweden,NGM,TOUCH,TOUCH Stock Price and Chart — NGM:TOUCH,touchtech--600.png
Europe,sweden,Sweden,NGM,TPGR,TPGR Stock Price and Chart — NGM:TPGR,time-people--600.png
Europe,sweden,Sweden,NGM,TRAN.A,TRAN.A Stock Price and Chart — NGM:TRAN.A,transferator-b--600.png
Europe,sweden,Sweden,NGM,TRAN.B,TRAN.B Stock Price and Chart — NGM:TRAN.B,transferator-b--600.png
Europe,sweden,Sweden,NGM,TRIONA,TRIONA Stock Price and Chart — NGM:TRIONA,triona--600.png
Europe,sweden,Sweden,NGM,TRML,TRML Stock Price and Chart — NGM:TRML,trainimal--600.png
Europe,sweden,Sweden,NGM,TRNSF,TRNSF Stock Price and Chart — NGM:TRNSF,transfer--600.png
Europe,sweden,Sweden,NGM,TURA,TURA Stock Price and Chart — NGM:TURA,tura-ab--600.png
Europe,sweden,Sweden,NGM,UMIDA.B,UMIDA.B Stock Price and Chart — NGM:UMIDA.B,umida-b--600.png
Europe,sweden,Sweden,NGM,UPGRAD,UPGRAD Stock Price and Chart — NGM:UPGRAD,upgrade-invest-nordic-ab--600.png
Europe,sweden,Sweden,NGM,VALUNO,VALUNO Stock Price and Chart — NGM:VALUNO,valuno--600.png
Europe,sweden,Sweden,NGM,VIDH,VIDH Stock Price and Chart — NGM:VIDH,vidhance-ab--600.png
Europe,sweden,Sweden,NGM,VAXXA,VAXXA Stock Price and Chart — NGM:VAXXA,vaxxa-ab--600.png
Europe,sweden,Sweden,NGM,VPAB.B,VPAB.B Stock Price and Chart — NGM:VPAB.B,veteranpoolen-b--600.png
Europe,sweden,Sweden,NGM,VSD.B,VSD.B Stock Price and Chart — NGM:VSD.B,vibrosense-dynamics-b--600.png
Europe,sweden,Sweden,NGM,WONDR,WONDR Stock Price and Chart — NGM:WONDR,wonderboo--600.png
Europe,sweden,Sweden,NGM,WEG,WEG Stock Price and Chart — NGM:WEG,windon-energy-ab--600.png
Europe,sweden,Sweden,NGM,XOM.B,XOM.B Stock Price and Chart — NGM:XOM.B,xoma-ab-b--600.png
Europe,sweden,Sweden,NGM,ZOOM,ZOOM Stock Price and Chart — NGM:ZOOM,zoomability--600.png
Europe,sweden,Sweden,NGM,WTG,WTG Stock Price and Chart — NGM:WTG,wonderful-times--600.png
Europe,sweden,Sweden,NGM,ZENI,ZENI Stock Price and Chart — NGM:ZENI,zenicor--600.png
Europe,sweden,Sweden,NGM,ZENZIP.B,ZENZIP.B Stock Price and Chart — NGM:ZENZIP.B,zenergy-ab-ser-b--600.png
Europe,sweden,Sweden,OMXSTO,4C,4C Stock Price and Chart — OMXSTO:4C,4c-ab--600.png
Europe,sweden,Sweden,OMXSTO,AAC,AAC Stock Price and Chart — OMXSTO:AAC,aac-clyde-space-ab--600.png
Europe,sweden,Sweden,OMXSTO,ABSO,ABSO Stock Price and Chart — OMXSTO:ABSO,absolent-air-care-ab--600.png
Europe,sweden,Sweden,OMXSTO,ACAST,ACAST Stock Price and Chart — OMXSTO:ACAST,acast-ab-publ--600.png
Europe,sweden,Sweden,OMXSTO,ACAD,ACAD Stock Price and Chart — OMXSTO:ACAD,academedia-ab--600.png
Europe,sweden,Sweden,OMXSTO,ACCON,ACCON Stock Price and Chart — OMXSTO:ACCON,acconeer-ab--600.png
Europe,sweden,Sweden,OMXSTO,ACE,ACE Stock Price and Chart — OMXSTO:ACE,ascelia-pharma-ab--600.png
Europe,sweden,Sweden,OMXSTO,AAK,AAK Stock Price and Chart — OMXSTO:AAK,aak--600.png
Europe,sweden,Sweden,OMXSTO,ACARIX,ACARIX Stock Price and Chart — OMXSTO:ACARIX,acarix-ab--600.png
Europe,sweden,Sweden,OMXSTO,ACRIA,ACRI_A Stock Price and Chart — OMXSTO:ACRI_A,acrinova-ab-ser-b--600.png
Europe,sweden,Sweden,OMXSTO,ACRIB,ACRI_B Stock Price and Chart — OMXSTO:ACRI_B,acrinova-ab-ser-b--600.png
Europe,sweden,Sweden,OMXSTO,ACOU,ACOU Stock Price and Chart — OMXSTO:ACOU,acousort-ab-on--600.png
Europe,sweden,Sweden,OMXSTO,ACUVI,ACUVI Stock Price and Chart — OMXSTO:ACUVI,acuvi-ab--600.png
Europe,sweden,Sweden,OMXSTO,ADDTB,ADDT_B Stock Price and Chart — OMXSTO:ADDT_B,addtech-ab-ser-b--600.png
Europe,sweden,Sweden,OMXSTO,ACTI,ACTI Stock Price and Chart — OMXSTO:ACTI,active-biotech-ab--600.png
Europe,sweden,Sweden,OMXSTO,ADDVB,ADDV_B Stock Price and Chart — OMXSTO:ADDV_B,addvise-ab-b--600.png
Europe,sweden,Sweden,OMXSTO,ADDVA,ADDV_A Stock Price and Chart — OMXSTO:ADDV_A,addvise-ab-b--600.png
Europe,sweden,Sweden,OMXSTO,ADTR,ADTR Stock Price and Chart — OMXSTO:ADTR,adtraction-ab--600.png
Europe,sweden,Sweden,OMXSTO,ADVE,ADVE Stock Price and Chart — OMXSTO:ADVE,advenica-ab--600.png
Europe,sweden,Sweden,OMXSTO,AERO,AERO Stock Price and Chart — OMXSTO:AERO,svenska-aerogel-ab--600.png
Europe,sweden,Sweden,OMXSTO,AFRY,AFRY Stock Price and Chart — OMXSTO:AFRY,afry-ab--600.png
Europe,sweden,Sweden,OMXSTO,AGESB,AGES_B Stock Price and Chart — OMXSTO:AGES_B,ages-industri-ab-ser-b--600.png
Europe,sweden,Sweden,OMXSTO,AGTIRAB,AGTIRA_B Stock Price and Chart — OMXSTO:AGTIRA_B,agtira-ab--600.png
Europe,sweden,Sweden,OMXSTO,AGROUP,AGROUP Stock Price and Chart — OMXSTO:AGROUP,arlandastad-ab--600.png
Europe,sweden,Sweden,OMXSTO,AINO,AINO Stock Price and Chart — OMXSTO:AINO,aino-health-ab--600.png
Europe,sweden,Sweden,OMXSTO,AJAB,AJA_B Stock Price and Chart — OMXSTO:AJA_B,byggmastare-anders-j-ahlstrom-ab-class-b--600.png
Europe,sweden,Sweden,OMXSTO,ALBERT,ALBERT Stock Price and Chart — OMXSTO:ALBERT,eeducation-albert-ab--600.png
Europe,sweden,Sweden,OMXSTO,ALCA,ALCA Stock Price and Chart — OMXSTO:ALCA,alcadon-ab--600.png
Europe,sweden,Sweden,OMXSTO,ALIFB,ALIF_B Stock Price and Chart — OMXSTO:ALIF_B,addlife-ab-ser-b--600.png
Europe,sweden,Sweden,OMXSTO,ALFA,ALFA Stock Price and Chart — OMXSTO:ALFA,alfa-laval-ab--600.png
Europe,sweden,Sweden,OMXSTO,ALLEI,ALLEI Stock Price and Chart — OMXSTO:ALLEI,alleima-ab--600.png
Europe,sweden,Sweden,OMXSTO,ALLIGOB,ALLIGO_B Stock Price and Chart — OMXSTO:ALLIGO_B,alligo-ab-ser-b-npv--600.png
Europe,sweden,Sweden,OMXSTO,ALM,ALM Stock Price and Chart — OMXSTO:ALM,alm-equity-ab-pref--600.png
Europe,sweden,Sweden,OMXSTO,ALIG,ALIG Stock Price and Chart — OMXSTO:ALIG,alimak--600.png
Europe,sweden,Sweden,OMXSTO,ALMPREF,ALM_PREF Stock Price and Chart — OMXSTO:ALM_PREF,alm-equity-ab-pref--600.png
Europe,sweden,Sweden,OMXSTO,ALZ,ALZ Stock Price and Chart — OMXSTO:ALZ,alzinova-ab-bta--600.png
Europe,sweden,Sweden,OMXSTO,AMBEA,AMBEA Stock Price and Chart — OMXSTO:AMBEA,ambea-ab--600.png
Europe,sweden,Sweden,OMXSTO,ALZCUR,ALZCUR Stock Price and Chart — OMXSTO:ALZCUR,alzecure-pharma-ab--600.png
Europe,sweden,Sweden,OMXSTO,ALPCOTB,ALPCOT_B Stock Price and Chart — OMXSTO:ALPCOT_B,effnetplattformen-ev1-b--600.png
Europe,sweden,Sweden,OMXSTO,ANNEB,ANNE_B Stock Price and Chart — OMXSTO:ANNE_B,annehem-fastigheter-ab--600.png
Europe,sweden,Sweden,OMXSTO,ANNX,ANNX Stock Price and Chart — OMXSTO:ANNX,annexin-pharm-ab-publ--600.png
Europe,sweden,Sweden,OMXSTO,ANODB,ANOD_B Stock Price and Chart — OMXSTO:ANOD_B,addnode-ab--600.png
Europe,sweden,Sweden,OMXSTO,ANOT,ANOT Stock Price and Chart — OMXSTO:ANOT,anoto-ab--600.png
Europe,sweden,Sweden,OMXSTO,APOTEA,APOTEA Stock Price and Chart — OMXSTO:APOTEA,apotea-ab--600.png
Europe,sweden,Sweden,OMXSTO,ARCOMA,ARCOMA Stock Price and Chart — OMXSTO:ARCOMA,arcoma-ab--600.png
Europe,sweden,Sweden,OMXSTO,AQ,AQ Stock Price and Chart — OMXSTO:AQ,aq-ab-npv--600.png
Europe,sweden,Sweden,OMXSTO,ARCT,ARCT Stock Price and Chart — OMXSTO:ARCT,arctic-minerals-ab-on--600.png
Europe,sweden,Sweden,OMXSTO,ARJOB,ARJO_B Stock Price and Chart — OMXSTO:ARJO_B,arjo-ab-ser-b--600.png
Europe,sweden,Sweden,OMXSTO,ARISE,ARISE Stock Price and Chart — OMXSTO:ARISE,arise-ab--600.png
Europe,sweden,Sweden,OMXSTO,ASKER,ASKER Stock Price and Chart — OMXSTO:ASKER,asker-healthcare-ab--600.png
Europe,sweden,Sweden,OMXSTO,ASSAB,ASSA_B Stock Price and Chart — OMXSTO:ASSA_B,assa-abloy-ab-ser-b--600.png
Europe,sweden,Sweden,OMXSTO,ATIC,ATIC Stock Price and Chart — OMXSTO:ATIC,actic-ab-npv--600.png
Europe,sweden,Sweden,OMXSTO,ASMDEEB,ASMDEE_B Stock Price and Chart — OMXSTO:ASMDEE_B,asmodee-ab-class-b--600.png
Europe,sweden,Sweden,OMXSTO,ARPL,ARPL Stock Price and Chart — OMXSTO:ARPL,arla-plast-ab--600.png
Europe,sweden,Sweden,OMXSTO,ATORX,ATORX Stock Price and Chart — OMXSTO:ATORX,alligator-bioscience-npv--600.png
Europe,sweden,Sweden,OMXSTO,ATCOA,ATCO_A Stock Price and Chart — OMXSTO:ATCO_A,atlas-copco-ab--600.png
Europe,sweden,Sweden,OMXSTO,ATCOB,ATCO_B Stock Price and Chart — OMXSTO:ATCO_B,atlas-copco-ab--600.png
Europe,sweden,Sweden,OMXSTO,ATIN,ATIN Stock Price and Chart — OMXSTO:ATIN,athanase-innovation-ab--600.png
Europe,sweden,Sweden,OMXSTO,ATRLJB,ATRLJ_B Stock Price and Chart — OMXSTO:ATRLJ_B,atrium-ljungberg-ab-ser-b--600.png
Europe,sweden,Sweden,OMXSTO,ATT,ATT Stock Price and Chart — OMXSTO:ATT,attendo-ab-npv--600.png
Europe,sweden,Sweden,OMXSTO,AVTB,AVT_B Stock Price and Chart — OMXSTO:AVT_B,avtech-sweden-ab-b--600.png
Europe,sweden,Sweden,OMXSTO,AVEN,AVEN Stock Price and Chart — OMXSTO:AVEN,avensia-ab--600.png
Europe,sweden,Sweden,OMXSTO,AXOLOT,AXOLOT Stock Price and Chart — OMXSTO:AXOLOT,axolot-solutions--600.png
Europe,sweden,Sweden,OMXSTO,AZA,AZA Stock Price and Chart — OMXSTO:AZA,avanza-bank-ab--600.png
Europe,sweden,Sweden,OMXSTO,AXFO,AXFO Stock Price and Chart — OMXSTO:AXFO,axfood-ab--600.png
Europe,sweden,Sweden,OMXSTO,AXICA,AXIC_A Stock Price and Chart — OMXSTO:AXIC_A,axichem-ab-a--600.png
Europe,sweden,Sweden,OMXSTO,B3,B3 Stock Price and Chart — OMXSTO:B3,b3-consulting-ab-npv--600.png
Europe,sweden,Sweden,OMXSTO,BAHNB,BAHN_B Stock Price and Chart — OMXSTO:BAHN_B,bahnhof-ab--600.png
Europe,sweden,Sweden,OMXSTO,BACTIB,BACTI_B Stock Price and Chart — OMXSTO:BACTI_B,bactiguard-ab--600.png
Europe,sweden,Sweden,OMXSTO,BALCO,BALCO Stock Price and Chart — OMXSTO:BALCO,balco-ab-npv--600.png
Europe,sweden,Sweden,OMXSTO,BALDB,BALD_B Stock Price and Chart — OMXSTO:BALD_B,fastighets-ab-balder-ser-b--600.png
Europe,sweden,Sweden,OMXSTO,BAWAT,BAWAT Stock Price and Chart — OMXSTO:BAWAT,bawat-water-technologies-ab--600.png
Europe,sweden,Sweden,OMXSTO,BEGR,BEGR Stock Price and Chart — OMXSTO:BEGR,be-ab--600.png
Europe,sweden,Sweden,OMXSTO,BEAMMWB,BEAMMW_B Stock Price and Chart — OMXSTO:BEAMMW_B,beammwave-ab-b--600.png
Europe,sweden,Sweden,OMXSTO,BBROOM,BBROOM Stock Price and Chart — OMXSTO:BBROOM,new-bubbleroom-sweden-ab--600.png
Europe,sweden,Sweden,OMXSTO,BEIJB,BEIJ_B Stock Price and Chart — OMXSTO:BEIJ_B,beijer-ref-ab-ser-b--600.png
Europe,sweden,Sweden,OMXSTO,BEIAB,BEIA_B Stock Price and Chart — OMXSTO:BEIA_B,beijer-alma-ab--600.png
Europe,sweden,Sweden,OMXSTO,BERNERB,BERNER_B Stock Price and Chart — OMXSTO:BERNER_B,berner-industrier-ab-ser-b-npv--600.png
Europe,sweden,Sweden,OMXSTO,BESQABPREFB,BESQAB_PREF_B Stock Price and Chart — OMXSTO:BESQAB_PREF_B,besqab-ab--600.png
Europe,sweden,Sweden,OMXSTO,BESQAB,BESQAB Stock Price and Chart — OMXSTO:BESQAB,besqab-ab--600.png
Europe,sweden,Sweden,OMXSTO,BERGB,BERG_B Stock Price and Chart — OMXSTO:BERG_B,bergman-and-beving-aktiebolag--600.png
Europe,sweden,Sweden,OMXSTO,BETSB,BETS_B Stock Price and Chart — OMXSTO:BETS_B,betsson-ab--600.png
Europe,sweden,Sweden,OMXSTO,BHG,BHG Stock Price and Chart — OMXSTO:BHG,bhg-ab--600.png
Europe,sweden,Sweden,OMXSTO,BICO,BICO Stock Price and Chart — OMXSTO:BICO,bico-group-ab--600.png
Europe,sweden,Sweden,OMXSTO,BILIA,BILI_A Stock Price and Chart — OMXSTO:BILI_A,bilia-ab-ser-a-npv--600.png
Europe,sweden,Sweden,OMXSTO,BILL,BILL Stock Price and Chart — OMXSTO:BILL,billerudkorsnas-ab--600.png
Europe,sweden,Sweden,OMXSTO,BIM,BIM Stock Price and Chart — OMXSTO:BIM,bimobject-ab--600.png
Europe,sweden,Sweden,OMXSTO,BIOAB,BIOA_B Stock Price and Chart — OMXSTO:BIOA_B,bioarctic-ab--600.png
Europe,sweden,Sweden,OMXSTO,BINV,BINV Stock Price and Chart — OMXSTO:BINV,bioinvent-international-ab--600.png
Europe,sweden,Sweden,OMXSTO,BINERO,BINERO Stock Price and Chart — OMXSTO:BINERO,binero-ab--600.png
Europe,sweden,Sweden,OMXSTO,BIOEX,BIOEX Stock Price and Chart — OMXSTO:BIOEX,bioextrax-ab--600.png
Europe,sweden,Sweden,OMXSTO,BIOGB,BIOG_B Stock Price and Chart — OMXSTO:BIOG_B,biogaia--600.png
Europe,sweden,Sweden,OMXSTO,BIOSGN,BIOSGN Stock Price and Chart — OMXSTO:BIOSGN,biosergen-ab--600.png
Europe,sweden,Sweden,OMXSTO,BIOVICB,BIOVIC_B Stock Price and Chart — OMXSTO:BIOVIC_B,biovica-international-ab--600.png
Europe,sweden,Sweden,OMXSTO,BMAX,BMAX Stock Price and Chart — OMXSTO:BMAX,byggmax--600.png
Europe,sweden,Sweden,OMXSTO,BMC,BMC Stock Price and Chart — OMXSTO:BMC,brock-milton-capital-ab--600.png
Europe,sweden,Sweden,OMXSTO,BOAT,BOAT Stock Price and Chart — OMXSTO:BOAT,nimbus-ab--600.png
Europe,sweden,Sweden,OMXSTO,BOHO,BOHO Stock Price and Chart — OMXSTO:BOHO,boho-ab-pref--600.png
Europe,sweden,Sweden,OMXSTO,BOKUS,BOKUS Stock Price and Chart — OMXSTO:BOKUS,bokusgruppen-ab--600.png
Europe,sweden,Sweden,OMXSTO,BOHOPREF,BOHO_PREF Stock Price and Chart — OMXSTO:BOHO_PREF,boho-ab-pref--600.png
Europe,sweden,Sweden,OMXSTO,BOL,BOL Stock Price and Chart — OMXSTO:BOL,boliden-ab--600.png
Europe,sweden,Sweden,OMXSTO,BONAS,BONAS Stock Price and Chart — OMXSTO:BONAS,bonasudden-ab--600.png
Europe,sweden,Sweden,OMXSTO,BONAVA,BONAV_A Stock Price and Chart — OMXSTO:BONAV_A,bonava-ab-b-shares--600.png
Europe,sweden,Sweden,OMXSTO,BONAVB,BONAV_B Stock Price and Chart — OMXSTO:BONAV_B,bonava-ab-b-shares--600.png
Europe,sweden,Sweden,OMXSTO,BOMILL,BOMILL Stock Price and Chart — OMXSTO:BOMILL,bomill-ab--600.png
Europe,sweden,Sweden,OMXSTO,BONG,BONG Stock Price and Chart — OMXSTO:BONG,bong-ab--600.png
Europe,sweden,Sweden,OMXSTO,BOOZT,BOOZT Stock Price and Chart — OMXSTO:BOOZT,boozt-ab--600.png
Europe,sweden,Sweden,OMXSTO,BONEX,BONEX Stock Price and Chart — OMXSTO:BONEX,bonesupport-ab--600.png
Europe,sweden,Sweden,OMXSTO,BORG,BORG Stock Price and Chart — OMXSTO:BORG,bjorn-borg-ab--600.png
Europe,sweden,Sweden,OMXSTO,BOTX,BOTX Stock Price and Chart — OMXSTO:BOTX,botnia-exploration-ab--600.png
Europe,sweden,Sweden,OMXSTO,BOUL,BOUL Stock Price and Chart — OMXSTO:BOUL,boule-diagnostics-internatio--600.png
Europe,sweden,Sweden,OMXSTO,BRAIN,BRAIN Stock Price and Chart — OMXSTO:BRAIN,braincool-ab--600.png
Europe,sweden,Sweden,OMXSTO,BRAVE,BRAVE Stock Price and Chart — OMXSTO:BRAVE,kinda-brave-entmt-ab-on--600.png
Europe,sweden,Sweden,OMXSTO,BRAV,BRAV Stock Price and Chart — OMXSTO:BRAV,bravida-ab--600.png
Europe,sweden,Sweden,OMXSTO,BRE2,BRE2 Stock Price and Chart — OMXSTO:BRE2,bredband2-i-skandinavien-ab--600.png
Europe,sweden,Sweden,OMXSTO,BRILL,BRILL Stock Price and Chart — OMXSTO:BRILL,brilliant-future-ab--600.png
Europe,sweden,Sweden,OMXSTO,BRIGHT,BRIGHT Stock Price and Chart — OMXSTO:BRIGHT,speqta--600.png
Europe,sweden,Sweden,OMXSTO,BRINB,BRIN_B Stock Price and Chart — OMXSTO:BRIN_B,brinova-fastigheter-ab--600.png
Europe,sweden,Sweden,OMXSTO,BUFAB,BUFAB Stock Price and Chart — OMXSTO:BUFAB,bufab-ab--600.png
Europe,sweden,Sweden,OMXSTO,BULTEN,BULTEN Stock Price and Chart — OMXSTO:BULTEN,bulten-ab--600.png
Europe,sweden,Sweden,OMXSTO,BURE,BURE Stock Price and Chart — OMXSTO:BURE,bure-equity-ab--600.png
Europe,sweden,Sweden,OMXSTO,BTSB,BTS_B Stock Price and Chart — OMXSTO:BTS_B,bts-ab-b-shares--600.png
Europe,sweden,Sweden,OMXSTO,BUY,BUY Stock Price and Chart — OMXSTO:BUY,sweden-buyersclub-ab--600.png
Europe,sweden,Sweden,OMXSTO,BYGGP,BYGGP Stock Price and Chart — OMXSTO:BYGGP,byggpartner-gruppen-ab--600.png
Europe,sweden,Sweden,OMXSTO,BUSER,BUSER Stock Price and Chart — OMXSTO:BUSER,bambuser-ab--600.png
Europe,sweden,Sweden,OMXSTO,CAG,CAG Stock Price and Chart — OMXSTO:CAG,cag-ab--600.png
Europe,sweden,Sweden,OMXSTO,CALVIK,CALVIK Stock Price and Chart — OMXSTO:CALVIK,job-solution-sweden-ab--600.png
Europe,sweden,Sweden,OMXSTO,CAMX,CAMX Stock Price and Chart — OMXSTO:CAMX,camurus-ab--600.png
Europe,sweden,Sweden,OMXSTO,CANTA,CANTA Stock Price and Chart — OMXSTO:CANTA,cantargia-ab--600.png
Europe,sweden,Sweden,OMXSTO,CARE,CARE Stock Price and Chart — OMXSTO:CARE,careium-ab--600.png
Europe,sweden,Sweden,OMXSTO,CASE,CASE Stock Price and Chart — OMXSTO:CASE,case-ab--600.png
Europe,sweden,Sweden,OMXSTO,CANDLEB,CANDLE_B Stock Price and Chart — OMXSTO:CANDLE_B,candles-scandinavia-ab-b--600.png
Europe,sweden,Sweden,OMXSTO,CARA,CARA Stock Price and Chart — OMXSTO:CARA,carasent-ab-publ--600.png
Europe,sweden,Sweden,OMXSTO,CATE,CATE Stock Price and Chart — OMXSTO:CATE,catena-ab--600.png
Europe,sweden,Sweden,OMXSTO,CATA,CAT_A Stock Price and Chart — OMXSTO:CAT_A,catella-ab--600.png
Europe,sweden,Sweden,OMXSTO,CATB,CAT_B Stock Price and Chart — OMXSTO:CAT_B,catella-ab--600.png
Europe,sweden,Sweden,OMXSTO,CCC,CCC Stock Price and Chart — OMXSTO:CCC,cavotec-ab--600.png
Europe,sweden,Sweden,OMXSTO,CDMIL,CDMIL Stock Price and Chart — OMXSTO:CDMIL,codemill-ab--600.png
Europe,sweden,Sweden,OMXSTO,CDON,CDON Stock Price and Chart — OMXSTO:CDON,cdon-ab--600.png
Europe,sweden,Sweden,OMXSTO,CEDER,CEDER Stock Price and Chart — OMXSTO:CEDER,cedergrenska-ab--600.png
Europe,sweden,Sweden,OMXSTO,CAST,CAST Stock Price and Chart — OMXSTO:CAST,castellum-ab--600.png
Europe,sweden,Sweden,OMXSTO,CEVI,CEVI Stock Price and Chart — OMXSTO:CEVI,cellavision-ab--600.png
Europe,sweden,Sweden,OMXSTO,CHARGE,CHARGE Stock Price and Chart — OMXSTO:CHARGE,chargepanel-ab--600.png
Europe,sweden,Sweden,OMXSTO,CFISH,CFISH Stock Price and Chart — OMXSTO:CFISH,crunchfish-ab--600.png
Europe,sweden,Sweden,OMXSTO,CHEF,CHEF Stock Price and Chart — OMXSTO:CHEF,cheffelo-ab--600.png
